1186448410510970880,CHV Noticias,18:05 - 21 oct. 2019,En imágenes: La protesta pacífica masiva en Ñuñoa este lunes http://bit.ly/31Anqjt pic.twitter.com/ZuSVXP6P9D
1186448259868479488,CNN Chile,18:04 - 21 oct. 2019,Periodista de Al Jazeera responde a acusación de montaje por sujetos saltando sobre un auto http://bit.ly/32BdjMw pic.twitter.com/WZqOZosJEy
1186448304818798592,CHV Noticias,18:04 - 21 oct. 2019,“Hay acusaciones inquietantes del uso excesivo de la fuerza”: Bachelet por estado de emergencia en Chile https://bit.ly/2P7Y3mv pic.twitter.com/jODvo0Xn02
1186445123116322816,CHV Noticias,17:52 - 21 oct. 2019,Decena de http://FF.EE . golpean a manifestante durante toque de queda en Ñuñoa https://bit.ly/2pHDG4E pic.twitter.com/Y3r4O3KGnl
1186442860096180224,CHV Noticias,17:43 - 21 oct. 2019,Piñera anuncia plan de reconstrucción con presidentes de partidos políticos de todos los sectores http://bit.ly/2P7WNiZ pic.twitter.com/SWB6xAp6uZ
1186440473684123649,CHV Noticias,17:33 - 21 oct. 2019,"""Tenemos la obligación de abastecer a la nación"": Camioneros descartan paro https://bit.ly/2MzBS6L pic.twitter.com/J0CNYhuxQj"
1186437830622486530,CNN Chile,17:23 - 21 oct. 2019,"Pdte. Piñera: ""Estamos trabajando en potenciar la mejoría en pensiones, bajar precio de medicamentos, reducir las listas de espera, mejorar la calidad en la atención de salud e implementar un seguro catastrófico para controlar el gasto en medicamentos"" http://bit.ly/2J7ovIQ pic.twitter.com/pp69gsbVri"
1186434411878928384,CHV Noticias,17:09 - 21 oct. 2019,WOM anuncia redes sociales gratis hasta fin de mes para todos sus clientes https://bit.ly/35VYCWa pic.twitter.com/hxXVOkLeZN
1186433882683576327,CHV Noticias,17:07 - 21 oct. 2019,"Presidente Piñera: “Reconozco que he hablado duro” 

Sigue acá el minuto a minuto: http://bit.ly/2MA0hcH pic.twitter.com/2xfMKcbECO"
1186429170001289223,CHV Noticias,16:48 - 21 oct. 2019,Hermanos Gavilán sorprendieron a los manifestantes tras marchar por las calles de Concepción https://bit.ly/2p1hqmr pic.twitter.com/8zQwjcOGsO
